JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Horas;Minutos;Segundos
31613;5775857;-1;39;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;24;20
31614;5775901;-1;37;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;25;4
31615;5775941;-1;37;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;25;44
31616;5775981;-1;39;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;26;24
31617;5776026;-1;42;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;27;9
31618;5776072;-1;43;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;27;55
31619;5776118;-1;45;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;28;41
31620;5776166;-1;39;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Seg;6;Dez;20;29;29
31621;5776240;-1;21;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;30;43
31622;5776265;-1;6;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;31;8
31623;5776275;-1;9;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;31;18
31624;5776287;-1;10;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;31;30
31625;5776300;-1;7;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;31;43
31626;5776311;-1;7;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;31;54
31627;5776340;-1;29;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;32;23
31628;5776372;-1;7;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;32;55
31629;5776389;-1;9;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;33;12
31630;5776402;-1;6;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;33;25
31631;5776413;-1;11;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;33;36
31632;5776432;-1;9;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;33;55
31633;5776444;-1;21;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;34;7
31634;5776472;-1;16;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;34;35
31635;5776492;-1;7;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;34;55
31636;5776507;-1;5;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;35;10
31637;5776521;-1;4;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;35;24
31638;5776528;-1;11;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;35;31
31639;5776544;-1;11;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;35;47
31640;5776558;-1;10;1;-1;-1;-1;-1;-1;-1;28;1;409;-1;-1;-1;-1;Seg;6;Dez;20;36;1
31641;5776872;-1;51;32;-1;-1;-1;-1;-1;-1;28;1;77;-1;-1;-1;-1;Seg;6;Dez;20;41;15
31642;5776998;-1;58;32;-1;-1;-1;-1;-1;-1;28;1;77;-1;-1;-1;-1;Seg;6;Dez;20;43;21
31643;5777070;-1;4187;32;-1;-1;-1;-1;-1;-1;28;1;77;-1;-1;-1;-1;Seg;6;Dez;20;44;33
31644;5777086;-1;323;16;-1;-1;-1;-1;-1;-1;8;1;413;-1;-1;-1;-1;Seg;6;Dez;20;44;49
31645;5777413;-1;43;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Seg;6;Dez;20;50;16
31646;5777469;-1;20;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Seg;6;Dez;20;51;12
31647;5777493;-1;8525;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;Seg;6;Dez;20;51;36
31648;5777508;-1;500;16;-1;-1;-1;-1;-1;-1;8;1;413;-1;-1;-1;-1;Seg;6;Dez;20;51;51
31649;5777515;-1;8505;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;Seg;6;Dez;20;51;58
31650;5777820;-1;3428;32;-1;-1;-1;-1;-1;-1;56;1;-1;-1;-1;-1;-1;Seg;6;Dez;20;57;3
31651;5778209;-1;1418;16;-1;-1;-1;-1;-1;-1;8;1;413;-1;-1;-1;-1;Seg;6;Dez;21;3;32
31652;5779486;-1;81;2;-1;-1;-1;-1;-1;-1;42;1;349;-1;-1;-1;-1;Seg;6;Dez;21;24;49
31653;5779737;-1;42;4;-1;-1;-1;-1;-1;-1;8;1;413;-1;-1;-1;-1;Seg;6;Dez;21;29;0
31654;5779836;-1;508;8;-1;-1;-1;-1;-1;-1;8;1;413;-1;-1;-1;-1;Seg;6;Dez;21;30;39
31655;5780158;-1;25;4;-1;-1;-1;-1;-1;-1;35;1;406;-1;-1;-1;-1;Seg;6;Dez;21;36;1
31656;5780871;-1;27;4;-1;-1;-1;-1;-1;-1;35;1;406;-1;-1;-1;-1;Seg;6;Dez;21;47;54
31657;5781255;-1;10922;32;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Seg;6;Dez;21;54;18
31658;5781263;-1;10920;64;-1;-1;-1;-1;-1;-1;4;1;-1;-1;-1;-1;-1;Seg;6;Dez;21;54;26
31672;5792190;-1;0;128;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Ter;7;Dez;0;56;33
31679;5800417;-1;10919;128;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Ter;7;Dez;3;13;40
31680;5811344;-1;0;128;-1;-1;-1;-1;-1;-1;12;2;-1;-1;-1;-1;-1;Ter;7;Dez;6;15;47
31689;5816766;-1;913;32;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Ter;7;Dez;7;46;9
31705;5817440;-1;181;16;-1;-1;-1;-1;-1;-1;12;2;-1;-1;-1;-1;-1;Ter;7;Dez;7;57;23
31706;5817455;-1;16;1;-1;-1;-1;-1;-1;-1;12;2;1;-1;-1;-1;-1;Ter;7;Dez;7;57;38
31708;5817648;-1;3723;32;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Ter;7;Dez;8;0;51
31716;5818691;-1;22;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Ter;7;Dez;8;18;14
31719;5818717;-1;1151;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;Ter;7;Dez;8;18;40
31720;5818740;-1;1128;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;Ter;7;Dez;8;19;3
31724;5818893;-1;28;16;-1;-1;-1;-1;-1;-1;21;1;262;-1;-1;-1;-1;Ter;7;Dez;8;21;36
31730;5819106;-1;200;16;-1;-1;-1;-1;-1;-1;21;1;262;-1;-1;-1;-1;Ter;7;Dez;8;25;9
31731;5819514;-1;210;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;31;57
31732;5819971;-1;41;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;39;34
31733;5820015;-1;15;1;-1;-1;-1;-1;-1;-1;15;1;12;-1;-1;-1;-1;Ter;7;Dez;8;40;18
31734;5820034;-1;9783;4;-1;-1;-1;-1;-1;-1;15;1;19;-1;-1;-1;-1;Ter;7;Dez;8;40;37
31735;5820055;-1;9762;2;-1;-1;-1;-1;-1;-1;15;1;20;-1;-1;-1;-1;Ter;7;Dez;8;40;58
31736;5820115;-1;46;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;41;58
31737;5820227;-1;1;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;43;50
31738;5820240;-1;71;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;44;3
31739;5820267;-1;20;4;-1;-1;-1;-1;-1;-1;35;1;406;-1;-1;-1;-1;Ter;7;Dez;8;44;30
31740;5820356;-1;5;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;45;59
31741;5820372;-1;0;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;46;15
31742;5820382;-1;354;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;46;25
31743;5820571;-1;1886;4;-1;-1;-1;-1;-1;-1;35;1;106;-1;-1;-1;-1;Ter;7;Dez;8;49;34
31744;5820594;-1;198;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;8;49;57
31745;5820625;-1;192;1;-1;-1;-1;-1;-1;-1;16;2;415;-1;-1;-1;-1;Ter;7;Dez;8;50;28
31746;5820749;-1;177;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;52;32
31747;5820894;-1;128;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;8;54;57
31748;5821150;-1;65;1;-1;-1;-1;-1;-1;-1;16;2;415;-1;-1;-1;-1;Ter;7;Dez;8;59;13
31749;5821153;-1;64;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;8;59;16
31750;5821578;-1;392;16;-1;-1;-1;-1;-1;-1;21;1;262;-1;-1;-1;-1;Ter;7;Dez;9;6;21
31751;5821839;-1;83;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;9;10;42
31752;5821957;-1;40;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;9;12;40
31754;5822234;-1;315;64;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;9;17;17
31755;5822425;-1;291;32;-1;-1;-1;-1;-1;-1;16;2;416;-1;-1;-1;-1;Ter;7;Dez;9;20;28
31757;5822597;-1;146;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;9;23;20
31758;5822611;-1;224;4;-1;-1;-1;-1;-1;-1;35;1;106;-1;-1;-1;-1;Ter;7;Dez;9;23;34
31759;5822679;-1;3724;32;-1;-1;-1;-1;-1;-1;28;1;-1;-1;-1;-1;-1;Ter;7;Dez;9;24;42
31760;5822704;-1;80;4;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;25;7
31761;5822796;-1;115;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;26;39
31763;5822852;-1;434;4;-1;-1;-1;-1;-1;-1;35;1;106;-1;-1;-1;-1;Ter;7;Dez;9;27;35
31764;5822865;-1;102;4;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;27;48
31765;5822944;-1;99;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;29;7
31766;5823050;-1;88;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;30;53
31767;5823055;-1;29;4;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;30;58
31768;5823123;-1;112;32;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;32;6
31769;5823142;-1;305;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;32;25
31771;5823420;-1;68;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;9;37;3
31772;5823470;-1;231;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;37;53
31773;5823491;-1;54;8;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;38;14
31774;5823681;-1;67;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;41;24
31776;5823753;-1;243;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;42;36
31777;5823791;-1;57;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;43;14
31778;5823876;-1;520;4;-1;-1;-1;-1;-1;-1;35;1;406;-1;-1;-1;-1;Ter;7;Dez;9;44;39
31779;5823880;-1;73;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;44;43
31780;5823951;-1;79;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;9;45;54
31781;5824000;-1;81;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;46;43
31782;5824003;-1;151;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;46;46
31784;5824143;-1;74;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;49;6
31786;5824165;-1;218;8;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;49;28
31787;5824211;-1;499;8;-1;-1;-1;-1;-1;-1;55;1;347;-1;-1;-1;-1;Ter;7;Dez;9;50;14
31788;5824231;-1;112;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;50;34
31790;5824369;-1;5;1;-1;-1;-1;-1;-1;-1;23;1;145;-1;-1;-1;-1;Ter;7;Dez;9;52;52
31792;5824421;-1;109;32;-1;-1;-1;-1;-1;-1;23;1;134;-1;-1;-1;-1;Ter;7;Dez;9;53;44
31794;5824532;-1;153;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;9;55;35
31795;5824536;-1;722;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;9;55;39
31796;5824657;-1;85;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;57;40
31797;5824659;-1;1872;4;-1;-1;-1;-1;-1;-1;35;1;106;-1;-1;-1;-1;Ter;7;Dez;9;57;42
31798;5824670;-1;259;16;-1;-1;-1;-1;-1;-1;40;2;28;-1;-1;-1;-1;Ter;7;Dez;9;57;53
31799;5824757;-1;233;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;9;59;20
31800;5824984;-1;168;1;-1;-1;-1;-1;-1;-1;16;2;414;-1;-1;-1;-1;Ter;7;Dez;10;3;7
31802;5825032;-1;977;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;3;55
31803;5825104;-1;14;1;-1;-1;-1;-1;-1;-1;9;2;9;-1;-1;-1;-1;Ter;7;Dez;10;5;7
31804;5825300;-1;38;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;8;23
31805;5825400;-1;55;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;10;3
31806;5825425;-1;462;16;-1;-1;-1;-1;-1;-1;21;1;262;-1;-1;-1;-1;Ter;7;Dez;10;10;28
31808;5825833;-1;1;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;17;16
31810;5825852;-1;92;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;17;35
31811;5825891;-1;67;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;18;14
31813;5825951;-1;6;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;19;14
31815;5825980;-1;42;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;19;43
31816;5825996;-1;130;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;19;59
31817;5826008;-1;119;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;20;11
31818;5826030;-1;252;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;20;33
31821;5826143;-1;211;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;22;26
31822;5826268;-1;109;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;24;31
31823;5826285;-1;168;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;24;48
31824;5826313;-1;49;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;25;16
31825;5826375;-1;97;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;26;18
31826;5826384;-1;34;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;26;27
31827;5826461;-1;130;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;27;44
31828;5826507;-1;54;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;28;30
31829;5826593;-1;35;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;29;56
31830;5826605;-1;215;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;30;8
31832;5826724;-1;314;4;-1;-1;-1;-1;-1;-1;35;1;406;-1;-1;-1;-1;Ter;7;Dez;10;32;7
31833;5826825;-1;124;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;33;48
31834;5826836;-1;100;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;33;59
31835;5826839;-1;77;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;34;2
31836;5826944;-1;37;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;35;47
31837;5826948;-1;97;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;35;51
31838;5827003;-1;80;32;-1;-1;-1;-1;-1;-1;41;1;28;-1;-1;-1;-1;Ter;7;Dez;10;36;46
31839;5827027;-1;151;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;37;10
31840;5827068;-1;91;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;37;51
31842;5827273;-1;28;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;41;16
31843;5827294;-1;8;32;-1;-1;-1;-1;-1;-1;24;1;101;-1;-1;-1;-1;Ter;7;Dez;10;41;37
31844;5827312;-1;3;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;41;55
31845;5827323;-1;5;32;-1;-1;-1;-1;-1;-1;24;1;101;-1;-1;-1;-1;Ter;7;Dez;10;42;6
31846;5827359;-1;96;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;42;42
31847;5827384;-1;6;32;-1;-1;-1;-1;-1;-1;24;1;101;-1;-1;-1;-1;Ter;7;Dez;10;43;7
31848;5827482;-1;124;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;44;45
31849;5827495;-1;94;32;-1;-1;-1;-1;-1;-1;24;1;396;-1;-1;-1;-1;Ter;7;Dez;10;44;58
31850;5827511;-1;5563;32;-1;-1;-1;-1;-1;-1;24;1;101;-1;-1;-1;-1;Ter;7;Dez;10;45;14
31852;5827543;-1;5533;8;-1;-1;-1;-1;-1;-1;24;1;101;-1;-1;-1;-1;Ter;7;Dez;10;45;46
31854;5827624;-1;55;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;47;7
31856;5827645;-1;81;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;47;28
31858;5827713;-1;104;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;48;36
31859;5827732;-1;93;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;48;55
31861;5827819;-1;117;32;-1;-1;-1;-1;-1;-1;24;1;397;-1;-1;-1;-1;Ter;7;Dez;10;50;22
31862;5827828;-1;114;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;50;31
31863;5827832;-1;99;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;50;35
31864;5827943;-1;92;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;52;26
31865;5827982;-1;153;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;53;5
31866;5828066;-1;132;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;54;29
31867;5828160;-1;249;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;10;56;3
31868;5828248;-1;110;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;10;57;31
31870;5828410;-1;27;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;0;13
31871;5828412;-1;88;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;0;15
31872;5828482;-1;27;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;1;25
31873;5828502;-1;99;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;1;45
31874;5828551;-1;28;16;-1;-1;-1;-1;-1;-1;40;2;81;-1;-1;-1;-1;Ter;7;Dez;11;2;34
31875;5828566;-1;28;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;2;49
31876;5828603;-1;128;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;3;26
31877;5828619;-1;27;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;3;42
31878;5828648;-1;421;16;-1;-1;-1;-1;-1;-1;40;2;81;-1;-1;-1;-1;Ter;7;Dez;11;4;11
31879;5828654;-1;50;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;4;17
31880;5828746;-1;139;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;5;49
31882;5828896;-1;45;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;8;19
31883;5828954;-1;93;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;9;17
31884;5828989;-1;107;16;-1;-1;-1;-1;-1;-1;16;2;274;-1;-1;-1;-1;Ter;7;Dez;11;9;52
31885;5829025;-1;114;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;10;28
31886;5829072;-1;27;16;-1;-1;-1;-1;-1;-1;40;2;81;-1;-1;-1;-1;Ter;7;Dez;11;11;15
31887;5829102;-1;98;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;11;45
31888;5829111;-1;79;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;11;54
31889;5829163;-1;101;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;12;46
31892;5829245;-1;19;1;-1;-1;-1;-1;-1;-1;16;2;417;-1;-1;-1;-1;Ter;7;Dez;11;14;8
31894;5829290;-1;264;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;14;53
31895;5829346;-1;49;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;15;49
31896;5829349;-1;121;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;15;52
31898;5829378;-1;31;1;-1;-1;-1;-1;-1;-1;16;2;417;-1;-1;-1;-1;Ter;7;Dez;11;16;21
31899;5829403;-1;36;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;16;46
31900;5829446;-1;31;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;17;29
31902;5829455;-1;28;16;-1;-1;-1;-1;-1;-1;40;2;81;-1;-1;-1;-1;Ter;7;Dez;11;17;38
31903;5829484;-1;39;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;18;7
31904;5829527;-1;32;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;18;50
31905;5829571;-1;45;16;-1;-1;-1;-1;-1;-1;28;1;67;-1;-1;-1;-1;Ter;7;Dez;11;19;34
31906;5829627;-1;102;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;20;30
31907;5829645;-1;63;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;20;48
31908;5829717;-1;2084;16;-1;-1;-1;-1;-1;-1;60;1;80;-1;-1;-1;-1;Ter;7;Dez;11;22;0
31910;5829940;-1;29;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;25;43
31911;5829976;-1;40;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;26;19
31912;5830062;-1;96;16;-1;-1;-1;-1;-1;-1;40;2;80;-1;-1;-1;-1;Ter;7;Dez;11;27;45
31913;5830290;-1;98;16;-1;-1;-1;-1;-1;-1;40;2;81;-1;-1;-1;-1;Ter;7;Dez;11;31;33
