JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Ano;Horas;Minutos;Segundos
22346;15009552;20701;12130;64;12117;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;3;13;9
22347;15014306;19823;11856;64;11844;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;4;32;23
22348;15016101;10;29458;4;29441;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;5;2;18
22349;15017176;4167;15275;8;15260;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;5;20;13
22350;15020537;29912;76104;1;76096;-1;-1;-1;-1;1;5;-1;-1;30;2;-1;-1;Seg;19;Jun;1996;6;16;14
22351;15020541;-1;29339;1;28972;-1;-1;-1;-1;0;5;-1;-1;30;2;-1;-1;Seg;19;Jun;1996;6;16;18
22352;15021333;519;21529;8;21502;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;6;29;30
22353;15021547;29110;28096;32;28048;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;6;33;4
22354;15023164;0;27;5;26.64;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;0;1
22355;15023262;0;25;5;25.20;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;1;39
22356;15023334;27326;28783;16;28738;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;7;2;51
22357;15023340;0;26;5;25.92;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;2;57
22358;15023344;-1;26536;16;26156;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;7;3;1
22359;15023377;0;25;5;24.48;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;3;34
22360;15023470;0;57;5;56.88;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;5;7
22361;15023537;0;42;5;42.48;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;6;14
22362;15023595;0;43;5;43.92;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;7;12
22363;15023647;0;43;5;43.20;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;8;4
22364;15023737;6;16604;4;16587;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;7;9;34
22365;15023897;12;22565;16;22546;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;7;12;14
22366;15025460;0;147;1;147.60;-1;-1;-1;-1;1;27;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;7;38;17
22367;15026197;6;17486;4;17469;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;7;50;34
22368;15026320;469186;34177;128;34127;-1;-1;-1;-1;1;12;-1;-1;25;2;-1;-1;Seg;19;Jun;1996;7;52;37
22369;15028938;0;25;8;25.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;8;36;15
22370;15028978;0;26;8;25.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;8;36;55
22371;15029047;0;15;4;15.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;8;38;4
22372;15029079;0;14;4;14.40;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;8;38;36
22373;15029958;20717;21775;64;21746;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;9;53;15
22374;15030694;158;13490;8;13462;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;9;5;31
22375;15030928;0;5;4;5.40;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;9;9;25
22376;15030948;0;12;4;11.70;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;9;9;45
22377;15030992;0;12;4;11.70;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Seg;19;Jun;1996;9;10;29
22378;15032506;18158;23398;16;23347;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;9;35;43
22379;15032653;-1;17227;16;16847;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Seg;19;Jun;1996;9;38;10
22380;15034116;16563;21176;64;21152;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;10;2;33
22381;15034647;495041;42562;128;42528;-1;-1;-1;-1;1;12;-1;-1;25;2;-1;-1;Ter;20;Jun;1996;10;11;24
22382;15036614;14049;15216;8;15174;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;10;44;11
22383;15036854;-1;13026;8;12655;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;10;48;11
22384;15040344;10324;17080;4;17041;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;11;46;21
22385;15040457;-1;9423;4;9051;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;11;48;14
22386;15042378;30078;11669;64;11657;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;20;15
22387;15042390;-1;7490;32;7115;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;20;27
22388;15043377;7294;21346;8;21307;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;36;54
22389;15043452;-1;6428;8;6055;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;38;9
22390;15043686;6991;17332;4;17298;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;42;3
22391;15043693;-1;6187;4;5815;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;42;10
22392;15044338;6329;13611;8;13564;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;12;52;55
22393;15044343;-1;5537;8;5151;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;53;0
22394;15044662;19789;23034;16;23013;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;58;19
22395;15044668;-1;5212;16;4833;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;58;25
22396;15045122;5;4399;32;4336;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Ter;20;Jun;1996;13;5;59
22397;15045565;5107;28854;4;28827;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;13;22
22398;15045856;-1;4024;4;3652;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;18;13
22399;15045980;32880;12288;64;12275;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;20;17
22400;15045992;-1;3888;64;3517;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;20;29
22401;15046470;25395;22482;16;22447;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;28;27
22402;15046480;-1;3400;16;3024;-1;-1;-1;-1;0;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;13;28;37
22403;15061446;0;2;4;1.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;17;38;3
22404;15061600;0;350;2;349.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;17;40;37
22405;15062147;0;43;2;43.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;17;49;44
22406;15063298;0;3;2;1.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;8;55
22407;15063418;0;57;2;55.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;10;55
22408;15063511;0;31;2;30.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;12;28
22409;15063554;0;6;2;5.40;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;13;11
22410;15063696;0;4;2;3.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;15;33
22411;15063737;0;4;2;3.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;18;16;14
22412;15064274;1609;13476;8;13450;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;18;25;11
22413;15065876;5989;15153;8;15129;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;18;51;53
22414;15067745;8;16866;4;16851;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;19;23;2
22415;15068005;48;17207;4;17191;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;19;27;22
22416;15069685;2181;1707;8;1657;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;20;Jun;1996;20;55;22
22417;15069918;1946;1267;8;1217;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Ter;20;Jun;1996;20;59;15
22418;15071852;12408;20110;64;20096;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;20;31;29
22419;15072013;240;21374;8;21356;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;20;34;10
22420;15072445;18710;20937;64;20922;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;20;41;22
22421;15074059;4;23533;16;23508;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;21;8;16
22422;15077198;86378;28;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Ter;20;Jun;1996;22;0;35
22423;15078750;709;27761;32;27742;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;22;26;27
22424;15079312;492944;44;128;25.26;-1;-1;-1;-1;1;4;-1;-1;25;2;-1;-1;Ter;20;Jun;1996;22;35;49
22425;15079356;7901;13458;8;13432;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;22;36;33
22426;15079439;8053;30705;16;30681;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;22;37;56
22427;15079524;7;29472;4;29454;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;22;39;21
22428;15084122;20532;11464;64;11454;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;0;55;59
22429;15084615;240;16680;4;16665;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;0;4;12
22430;15085257;199;17337;4;17317;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;0;14;54
22431;15087015;6843;15211;8;15195;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;0;44;12
22432;15087481;6977;23068;16;23044;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;0;51;58
22443;15091142;20960;11786;64;11773;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;1;52;59
22450;15093624;3978;21581;8;21564;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;2;34;21
22451;15094341;12887;22560;16;22527;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;2;46;18
22452;15097591;9636;23306;16;23272;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;3;40;28
22453;15100711;5;13418;8;13388;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;4;32;28
22454;15101531;126;16877;4;16858;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;4;46;8
22455;15102787;72;17491;4;17474;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;5;7;4
22456;15104365;11763;31314;64;31303;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;5;33;22
22457;15107215;16680;27694;32;27676;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;6;20;52
22458;15108999;6;29455;4;29439;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;6;50;36
22459;15109064;6;15219;8;15204;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;6;51;41
22460;15111761;0;4;2;3.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;7;36;38
22461;15111867;0;4;2;3.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;7;38;24
22462;15112086;35362;19827;64;19816;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;7;42;3
22463;15112603;0;56;2;55.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;7;50;40
22464;15113392;0;54;2;52.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;8;3;49
22465;15114057;0;53;2;54.00;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;8;14;54
22466;15114131;127;13515;8;13482;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;8;16;8
22467;15114237;0;53;2;52.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;8;17;54
22468;15114743;0;53;2;52.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;8;26;20
22469;15116115;51168;43326;64;11490;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;8;49;12
22470;15116505;0;128;16;128.25;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;55;42
22471;15117522;14;23184;16;23163;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;9;12;39
22472;15118192;267;30702;16;30680;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;9;23;49
22473;15118223;0;18;8;17.55;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;24;20
22474;15118280;0;17;8;16.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;25;17
22475;15118517;0;40;2;41.40;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;29;14
22476;15118530;6;16963;4;16947;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;9;29;27
22477;15118633;0;43;2;43.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;31;10
22478;15118861;0;29;1;28.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;34;58
22479;15119042;0;22;1;21.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;37;59
22480;15119143;0;23;1;21.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;39;40
22481;15119179;6;21849;8;21827;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Ter;20;Jun;1996;9;40;16
22482;15119934;0;16;8;15.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Ter;20;Jun;1996;9;52;51
22483;15119966;0;16;8;16.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;10;53;23
22484;15120346;7;17517;4;17502;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;10;59;43
22485;15121264;0;366;8;365.40;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;10;15;1
22486;15121720;7;143;8;116.55;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;21;Jun;1996;10;22;37
22487;15121799;0;1601;8;1600;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;10;23;56
22488;15122748;0;9011;8;9010;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;10;39;45
22489;15123221;5;130;8;98.10;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;21;Jun;1996;10;47;38
22490;15123884;83973;11853;64;11716;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;11;58;41
22491;15124285;170;15072;8;15055;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;11;5;22
22492;15124585;0;95;3;94.80;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;11;10;22
22493;15125090;0;79;1;79.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;11;18;47
22494;15125297;0;47;4;46.80;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;11;22;14
22495;15125571;4;7635;32;7617;-1;-1;-1;-1;1;41;-1;-1;20;2;-1;-1;Qua;21;Jun;1996;11;26;48
22496;15126558;-1;122727;1;-1;-1;-1;-1;-1;0;6;-1;-1;30;2;-1;-1;Qua;21;Jun;1996;11;43;15
22497;15126563;127353;456;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qua;21;Jun;1996;11;43;20
22498;15127770;285;13510;8;13480;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;12;3;27
22499;15129783;75;22675;16;22650;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;12;37;0
22500;15130529;10;23441;16;23417;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;12;49;26
22501;15130996;0;39;9;38.40;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;13;57;13
22502;15131156;6;146;8;112.95;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;21;Jun;1996;13;59;53
22503;15131965;0;101;9;100.80;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;13;13;22
22504;15133107;0;16;9;15.60;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;13;32;24
22505;15135329;0;171;9;170.40;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;14;9;26
22506;15135497;4;16783;4;16765;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;14;12;14
22507;15135827;0;59;9;58.80;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;14;17;44
22508;15137114;0;30;2;28.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;14;39;11
22509;15137867;6;17415;4;17397;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;14;51;44
22510;15138457;5;29866;4;29843;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;15;1;34
22511;15138839;9;3744;32;3626;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Qua;21;Jun;1996;15;7;56
22512;15138981;1748;1092;32;1079;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Qua;21;Jun;1996;15;10;18
22513;15139523;1734;15335;8;15318;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;15;19;20
22514;15140716;1146;23470;16;23436;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;15;39;13
22515;15141029;837;21925;8;21894;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;15;44;26
22516;15141561;303;13580;8;13536;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;16;53;18
22517;15141735;0;57;9;56.40;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;16;56;12
22518;15142467;4;53199;1;52783;-1;-1;-1;-1;1;10;-1;-1;19;2;-1;-1;Qua;21;Jun;1996;16;8;24
22519;15144643;5;14542;32;14415;-1;-1;-1;-1;1;10;-1;-1;11;2;-1;-1;Qua;21;Jun;1996;16;44;40
22520;15147439;60419;41055;64;20611;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;17;31;16
22521;15149158;12;30641;16;30620;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;18;59;55
22522;15151586;11;27832;32;27815;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;18;40;23
22523;15152280;7;16622;4;16605;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;18;51;57
22524;15152530;128;22778;16;22751;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;19;56;7
22525;15153975;13;23404;16;23383;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;19;20;12
22526;15155284;7;17474;4;17458;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;19;42;1
22527;15155441;214;13524;8;13494;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;19;44;38
22528;15155948;0;40;8;40.05;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;20;53;5
22529;15156128;0;71;8;71.10;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;20;56;5
22530;15156184;0;911;16;910.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;20;57;1
22531;15156298;0;62;8;63.90;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;20;58;55
22532;15156590;264;15307;8;15291;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;20;3;47
22533;15156599;0;41;16;41.40;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;20;3;56
22534;15157111;2092;43329;32;43222;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Qua;21;Jun;1996;20;12;28
22535;15161726;0;41;16;40.95;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;29;23
22536;15162217;0;46;9;45.60;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;37;34
22537;15162422;0;16;8;15.75;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;40;59
22538;15162526;0;6;8;5.85;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;42;43
22539;15162560;0;14;8;13.95;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;43;17
22540;15162591;0;43;9;42.40;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;43;48
22541;15162601;0;15;8;14.40;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;43;58
22542;15162703;0;49;8;49.05;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;45;40
22543;15162785;0;45;8;45.45;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;47;2
22544;15163101;0;9;8;8.55;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;21;52;18
22545;15163175;0;46;8;45.90;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;53;32
22546;15163299;0;10;8;9.90;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;55;36
22547;15163337;0;50;8;49.95;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;56;14
22548;15163571;0;6;8;5.85;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;0;8
22549;15163601;86379;32;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Qua;21;Jun;1996;22;0;38
22550;15163603;0;49;8;48.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;0;40
22551;15163673;0;45;8;45.45;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;1;50
22552;15163788;271;21644;8;21624;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;22;3;45
22553;15163822;0;47;8;46.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;22;4;19
22554;15165330;11;23400;16;23378;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;22;29;27
22555;15167272;43605;38040;64;18868;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;23;1;49
22556;15168324;7;29810;4;29789;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;23;19;21
22557;15168907;5;16704;4;16686;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;23;29;4
22558;15169176;281;13595;8;13566;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;23;33;33
22559;15172159;297;15244;8;15223;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;0;23;16
22560;15172763;293;17372;4;17360;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;0;33;20
22561;15175433;34;22889;16;22862;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;1;17;50
22566;15177389;11;23548;16;23525;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;1;50;26
22580;15179426;232;27680;32;27663;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;2;24;23
