JOB N;Submit Time;Wait Time;Run Time;Number of Allocated Processors;Average CPU Time Used;Used Memory;Requested Number of Processors;Requested Time;Requested Memory;Status;User ID;Group ID;Executable (Application) Number;Queue Number; Partition Number;Preceding Job Number;Think Time from Preceding Job;Dia de Semana;Dia;Mês;Ano;Horas;Minutos;Segundos
22581;15179808;11;31052;16;30909;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;2;30;45
22582;15183049;209;13601;8;13571;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;3;24;46
22583;15184414;5;118;8;92.70;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;21;Jun;1996;3;47;31
22584;15185435;5;88;8;62.55;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qua;21;Jun;1996;4;4;32
22585;15185614;46;17155;4;17136;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;4;7;31
22586;15185701;5;21748;8;21733;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;4;8;58
22587;15187698;5;15359;8;15345;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;4;42;15
22588;15188738;8;23544;16;23407;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;5;59;35
22589;15190425;35;17418;4;17403;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;5;27;42
22590;15195191;0;81;8;81.00;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;6;47;8
22591;15196484;0;68;9;68.00;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;7;8;41
22592;15196583;0;396;1;396.00;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;7;10;20
22593;15196856;205;13806;8;13659;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;7;14;53
22594;15196952;0;75;16;73.80;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;7;16;29
22595;15197613;0;94;32;94.05;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;7;27;30
22596;15197878;4670;162;64;142.31;-1;-1;-1;-1;1;10;-1;-1;9;2;-1;-1;Qua;21;Jun;1996;7;31;55
22597;15197937;9522;168;128;145.63;-1;-1;-1;-1;1;10;-1;-1;15;2;-1;-1;Qua;21;Jun;1996;7;32;54
22598;15198137;9749;41201;4;29976;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;7;36;14
22599;15198352;13945;36786;16;23076;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;7;39;49
22600;15200298;0;213;16;213.52;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;8;12;15
22601;15200804;0;215;16;215.32;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;8;20;41
22602;15200943;12371;35770;16;35460;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;8;23;0
22603;15201230;0;376;8;376.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;8;27;47
22604;15201861;0;2731;1;2732;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;8;38;18
22605;15202811;8070;17297;4;17154;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;9;54;8
22606;15202843;0;31;9;30.00;-1;-1;-1;-1;1;42;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;9;54;40
22607;15203059;25138;20597;8;15315;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qua;21;Jun;1996;9;58;16
22608;15204844;0;159;32;158.96;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;9;28;1
22609;15205208;0;51;8;50.85;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;9;34;5
22610;15205394;0;47;8;47.25;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;9;37;11
22611;15205498;0;47;8;47.25;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qua;21;Jun;1996;9;38;55
22612;15206481;0;47;8;46.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;55;18
22613;15206714;0;47;8;47.25;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;59;11
22614;15207113;0;64;1;61.20;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;5;50
22615;15207334;42596;28154;32;28129;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;10;9;31
22616;15207392;0;18;8;17.55;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;10;29
22617;15207452;42476;21411;8;21390;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;10;11;29
22618;15207874;3007;37912;4;17481;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;10;18;31
22619;15208568;0;11;8;10.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;30;5
22620;15208586;0;4;1;3.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;30;23
22621;15208715;0;49;8;49.50;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;32;32
22622;15209395;0;47;8;46.35;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;10;43;52
22623;15210311;0;45;8;45.00;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;59;8
22624;15211396;0;21;8;21.15;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;17;13
22625;15211788;0;46;8;46.35;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;23;45
22626;15212413;0;45;8;46.35;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;34;10
22627;15212614;0;53;8;53.55;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;37;31
22628;15212842;0;8;8;7.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;41;19
22629;15212942;0;49;8;48.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;42;59
22630;15213230;0;46;8;45.90;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;11;47;47
22631;15213868;0;47;8;46.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;12;58;25
22632;15215071;0;22;8;21.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;12;18;28
22633;15216658;0;248;2;248.40;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;12;44;55
22634;15216669;0;48;4;47.70;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;12;45;6
22635;15217274;0;176;4;175.50;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;55;11
22636;15217812;0;15;4;15.30;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;4;9
22637;15217974;0;95;4;95.40;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;6;51
22638;15218072;0;96;4;95.40;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;8;29
22639;15218294;0;37;32;36.79;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;12;11
22640;15218630;0;101;32;101.70;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;13;17;47
22641;15223400;0;26;32;25.31;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;14;37;17
22642;15223603;0;155;8;155.25;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;14;40;40
22643;15223617;0;24;4;23.40;-1;-1;-1;-1;1;54;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;14;40;54
22644;15224435;0;145;8;144.45;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;15;54;32
22645;15224933;0;156;8;156.60;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;15;2;50
22646;15228046;0;120;8;119.25;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;16;54;43
22647;15228194;-1;21091;32;20856;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;16;57;11
22648;15228200;-1;21085;8;20852;-1;-1;-1;-1;0;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;16;57;17
22649;15229109;0;5;8;4.95;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;16;12;26
22650;15229118;0;53;8;52.20;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;16;12;35
22651;15233448;0;8;8;7.20;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;17;24;45
22652;15233700;0;150;8;149.85;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;17;28;57
22653;15234190;0;142;8;141.75;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;17;37;7
22654;15234789;0;147;16;147.15;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;17;47;6
22655;15239300;0;707;4;707.40;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;19;2;17
22656;15249934;4443;492;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qui;22;Jun;1996;22;59;31
22657;15250008;86364;36;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Qui;22;Jun;1996;22;0;45
22658;15253921;82452;2598;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qui;22;Jun;1996;23;5;58
22659;15254381;84595;476;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Qui;22;Jun;1996;23;13;38
22676;15264663;4;141;8;117.45;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qui;22;Jun;1996;2;5;0
22677;15271336;122;21436;8;21416;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;56;13
22678;15271841;228;23498;16;23466;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;4;38
22679;15271878;192;22927;16;22888;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;5;15
22680;15271900;167;22626;16;22600;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;5;37
22681;15271976;97;13607;8;13562;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;6;53
22682;15271981;91;28933;4;28889;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;6;58
22683;15272034;41;29822;16;29779;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;7;51
22684;15272140;7;15151;8;15130;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;9;37
22685;15272161;12;16716;4;16702;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;9;58
22686;15272191;5;17225;4;17211;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;4;10;28
22687;15278081;5;28183;32;28161;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;5;48;38
22688;15280116;4;15;64;-1;-1;-1;-1;-1;1;10;-1;-1;13;2;-1;-1;Qui;22;Jun;1996;6;22;33
22689;15280387;0;1385;2;1384;-1;-1;-1;-1;1;10;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;6;27;4
22690;15281747;4;21;64;-1;-1;-1;-1;-1;1;10;-1;-1;13;2;-1;-1;Qui;22;Jun;1996;6;49;44
22691;15282584;6;296;8;267.30;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qui;22;Jun;1996;7;3;41
22692;15285520;5;43332;32;43308;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Qui;22;Jun;1996;7;52;37
22693;15285677;175;13582;8;13552;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;8;55;14
22694;15285980;286375;46137;128;46107;-1;-1;-1;-1;1;12;-1;-1;25;2;-1;-1;Qui;22;Jun;1996;8;0;17
22695;15285980;353265;42826;128;42765;-1;-1;-1;-1;1;12;-1;-1;25;2;-1;-1;Qui;22;Jun;1996;8;0;17
22696;15286820;0;60;8;60.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;14;17
22697;15286916;0;58;8;58.05;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;15;53
22698;15286931;0;25;8;24.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;16;8
22699;15287063;0;54;4;54.00;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;18;20
22700;15287244;0;59;8;58.50;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;21;21
22701;15287291;7;15150;8;15134;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;8;22;8
22702;15287324;0;87;4;87.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;22;41
22703;15287449;0;42;16;41.85;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;24;46
22704;15287519;0;32;8;31.95;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;8;25;56
22705;15288887;5;16594;4;16578;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;8;48;44
22706;15289419;34;17170;4;17153;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Qui;22;Jun;1996;9;57;36
22707;15290601;4;485;8;460.80;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qui;22;Jun;1996;9;17;18
22708;15290814;0;277;32;277.76;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;20;51
22709;15290824;6;134;8;106.65;-1;-1;-1;-1;1;10;-1;-1;10;2;-1;-1;Qui;22;Jun;1996;9;21;1
22710;15291009;4;15;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;24;6
22711;15291096;0;38;8;37.80;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;25;33
22712;15291147;0;75;8;74.70;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;26;24
22713;15291174;10;24;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;26;51
22714;15291301;0;66;8;66.15;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;28;58
22715;15291372;6;17;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;30;9
22716;15291404;0;124;32;124.31;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;30;41
22717;15291515;4;15;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;32;32
22718;15291555;0;345;32;345.60;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;33;12
22719;15291563;5;43329;32;43205;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Qui;22;Jun;1996;9;33;20
22720;15291624;4;13;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;34;21
22721;15291782;6;17;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;36;59
22722;15291859;4;14;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;38;16
22723;15291915;0;116;32;115.42;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Qui;22;Jun;1996;9;39;12
22724;15291939;7;538;32;520.43;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Qui;22;Jun;1996;9;39;36
22725;15291946;10;33;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;39;43
22726;15292044;5;14;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;41;21
22727;15292047;447;43331;32;43121;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Qui;22;Jun;1996;9;41;24
22728;15292352;4;14;4;-1;-1;-1;-1;-1;1;10;-1;-1;1;2;-1;-1;Qui;22;Jun;1996;9;46;29
22729;15292848;5584;182;64;156.09;-1;-1;-1;-1;1;10;-1;-1;13;2;-1;-1;Sex;23;Jun;1996;10;54;45
22730;15292889;5734;21702;8;21666;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;10;55;26
22731;15293408;1291;3726;32;3340;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Sex;23;Jun;1996;10;4;5
22732;15294690;3937;22526;16;22489;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;10;25;27
22733;15294994;3635;23179;16;23141;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;10;30;31
22734;15295563;3063;23820;16;23782;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;10;40;0
22735;15296726;3;554;32;539.77;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Sex;23;Jun;1996;11;59;23
22736;15299430;4428;13584;8;13549;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;11;44;27
22737;15299465;3817;654;32;640.58;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Sex;23;Jun;1996;11;45;2
22738;15299781;2123;1367;32;1353;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Sex;23;Jun;1996;11;50;18
22739;15301000;2856;29562;4;29536;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;12;10;37
22740;15301892;2058;30164;16;30132;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;12;25;29
22741;15302446;1505;15292;8;15268;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;12;34;43
22742;15304934;3244;43330;32;43187;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Sex;23;Jun;1996;13;16;11
22743;15305484;13970;17432;4;17413;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;13;25;21
22744;15306162;115;1891;32;1390;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Sex;23;Jun;1996;13;36;39
22745;15306264;22792;28046;32;28029;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;13;38;21
22746;15306620;13712;17398;4;17381;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;13;44;17
22747;15308434;10816;3744;32;3614;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Sex;23;Jun;1996;14;14;31
22748;15308517;10771;3726;32;3702;-1;-1;-1;-1;1;10;-1;-1;7;2;-1;-1;Sex;23;Jun;1996;14;15;54
22749;15311058;8230;43331;32;43232;-1;-1;-1;-1;1;30;-1;-1;20;2;-1;-1;Sex;23;Jun;1996;15;58;15
22750;15316791;255514;43;121;33.89;-1;-1;-1;-1;1;42;-1;-1;16;2;-1;-1;Sex;23;Jun;1996;16;33;48
22751;15317437;3816;13528;8;13494;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;16;44;34
22752;15319189;0;21;32;20.81;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;17;13;46
22753;15319240;2014;15222;8;15203;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;17;14;37
22754;15319754;0;6;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;17;23;11
22755;15320318;1535;21667;8;21649;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;17;32;35
22756;15320829;0;7;4;7.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;17;41;6
22757;15321149;1310;22808;16;22789;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;17;46;26
22758;15321803;1254;23251;16;23221;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;18;57;20
22759;15322442;616;23889;16;23861;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;18;7;59
22760;15322555;0;7;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;18;9;52
22761;15323481;0;7;4;7.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;18;25;18
22762;15323938;0;6;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;18;32;55
22763;15326315;0;53;8;52.65;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;12;32
22764;15326756;0;178;8;177.30;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;19;53
22765;15327187;0;3;4;2.70;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;27;4
22766;15327228;0;342;8;342.00;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;27;45
22767;15327798;0;317;16;317.25;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;37;15
22768;15328274;0;246;16;245.47;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;19;45;11
22769;15328849;0;7;8;6.75;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;20;54;46
22770;15328861;0;15369;8;15368;-1;-1;-1;-1;1;30;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;20;54;58
22771;15330500;0;7;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;20;22;17
22772;15331483;0;6;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;20;38;40
22773;15333416;4;30052;4;30031;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;21;10;53
22774;15333809;0;7;4;7.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;17;26
22775;15334110;11;30571;16;30551;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;21;22;27
22776;15334775;283;13527;8;13499;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;21;33;32
22777;15334780;0;7;4;7.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;33;37
22778;15335117;0;7;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;39;14
22779;15335458;0;8;4;7.20;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;44;55
22780;15335621;0;8;4;8.10;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;47;38
22781;15335836;0;6;4;6.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;21;51;13
22782;15336380;159116;4272;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Sex;23;Jun;1996;22;0;17
22783;15336401;86373;3725;4;-1;-1;-1;-1;-1;1;17;-1;-1;2;2;-1;-1;Sex;23;Jun;1996;22;0;38
22784;15336472;8;15350;8;15331;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;22;1;49
22785;15336881;7;17071;4;17053;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;22;8;38
22786;15336988;0;16;4;15.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;22;10;25
22787;15337726;6;17331;4;17307;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;22;22;43
22788;15338972;0;15;4;15.30;-1;-1;-1;-1;1;31;-1;-1;0;1;-1;-1;Sex;23;Jun;1996;22;43;29
22789;15338980;160793;488;1;-1;-1;-1;-1;-1;1;6;-1;-1;30;2;-1;-1;Sex;23;Jun;1996;22;43;37
22790;15343516;6;21471;8;21453;-1;-1;-1;-1;1;3;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;0;59;13
22791;15345263;7;22918;16;22895;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;0;28;20
22792;15345412;5;43329;64;43292;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Sex;23;Jun;1996;0;30;49
22793;15345976;16653;43327;64;43236;-1;-1;-1;-1;1;4;-1;-1;23;2;-1;-1;Sex;23;Jun;1996;0;40;13
22794;15346018;336063;172931;128;172688;-1;-1;-1;-1;1;4;-1;-1;25;2;-1;-1;Sex;23;Jun;1996;0;40;55
22795;15346274;743171;144624;128;144573;-1;-1;-1;-1;1;4;-1;-1;25;2;-1;-1;Sex;23;Jun;1996;0;45;11
22796;15346274;943802;5570;128;5549;-1;-1;-1;-1;1;4;-1;-1;4;2;-1;-1;Sex;23;Jun;1996;0;45;11
22797;15346303;151;23180;16;23154;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;0;45;40
22798;15346944;109;23684;16;23664;-1;-1;-1;-1;1;2;-1;-1;28;2;-1;-1;Sex;23;Jun;1996;1;56;21
